year,political_party,state_code,deputy_name,receipt_description,value_receipts,max_receipt
2014,PSD,RR,Urzeni Rocha,"Hosting, except for the Parliamentary in the Federal District.",771,518
2014,PSD,RR,Urzeni Rocha,Maintenance of Office,5665,1191
2014,PSD,RR,Urzeni Rocha,Postal Services,4795,1798
2014,PSD,RR,Urzeni Rocha,Rental or Chartering of Motor Vehicles,82799,7500
2014,PSD,RR,Urzeni Rocha,Renting or Chartering of Aircraft,1293,1293
2014,PSD,RR,Urzeni Rocha,Telephony,21558,1161
2014,PSD,RS,Danrlei De Deus Hinterholz,Airline tickets,102605,2520
2014,PSD,RS,Danrlei De Deus Hinterholz,"Consultancies, Researches and Technical Works.",45000,45e3
2014,PSD,RS,Danrlei De Deus Hinterholz,Dissemination of the Parliamentary Activity.,63000,63e3
2014,PSD,RS,Danrlei De Deus Hinterholz,Fuels and lubricants.,18671,218
2014,PSD,RS,Danrlei De Deus Hinterholz,"Hosting, except for the Parliamentary in the Federal District.",318,318
2014,PSD,RS,Danrlei De Deus Hinterholz,Maintenance of Office,14612,3559
2014,PSD,RS,Danrlei De Deus Hinterholz,Postal Services,945,123
2014,PSD,RS,Danrlei De Deus Hinterholz,Rental or Chartering of Motor Vehicles,89478,4600
2014,PSD,RS,Danrlei De Deus Hinterholz,"Taxi Service, Toll & Parking",393,13
2014,PSD,RS,Danrlei De Deus Hinterholz,Telephony,26098,1418
2014,PSD,SC,João Rodrigues,Airline tickets,58720,2985
2014,PSD,SC,João Rodrigues,Dissemination of the Parliamentary Activity.,16972,7992
2014,PSD,SC,João Rodrigues,Food and Meals,3323,207
2014,PSD,SC,João Rodrigues,Fuels and lubricants.,21578,221
2014,PSD,SC,João Rodrigues,"Hosting, except for the Parliamentary in the Federal District.",21019,1630
2014,PSD,SC,João Rodrigues,Maintenance of Office,31705,3500
2014,PSD,SC,João Rodrigues,Postal Services,13881,7176
2014,PSD,SC,João Rodrigues,Rental or Chartering of Motor Vehicles,73950,8700
2014,PSD,SC,João Rodrigues,Telephony,18008,1375
2014,PSD,SC,José Carlos Vieira,Airline tickets,27139,2446
2014,PSD,SC,José Carlos Vieira,"Consultancies, Researches and Technical Works.",50360,13800
2014,PSD,SC,José Carlos Vieira,Dissemination of the Parliamentary Activity.,23000,13e3
2014,PSD,SC,José Carlos Vieira,Food and Meals,2344,148
2014,PSD,SC,José Carlos Vieira,Fuels and lubricants.,4761,159
2014,PSD,SC,José Carlos Vieira,Maintenance of Office,120,120
2014,PSD,SC,José Carlos Vieira,Postal Services,893,182
2014,PSD,SC,José Carlos Vieira,Renting of motor vehicles or chartering of boats,45,25
2014,PSD,SC,José Carlos Vieira,"Taxi Service, Toll & Parking",2581,98
2014,PSD,SC,José Carlos Vieira,Telephony,1927,1036
2014,PSD,SC,Onofre Santo Agostini,Airline tickets,37227,1749
2014,PSD,SC,Onofre Santo Agostini,Dissemination of the Parliamentary Activity.,190642,10430
2014,PSD,SC,Onofre Santo Agostini,Food and Meals,1425,220
2014,PSD,SC,Onofre Santo Agostini,Fuels and lubricants.,39064,3900
2014,PSD,SC,Onofre Santo Agostini,"Hosting, except for the Parliamentary in the Federal District.",4836,1537
2014,PSD,SC,Onofre Santo Agostini,Maintenance of Office,46655,3500
2014,PSD,SC,Onofre Santo Agostini,Postal Services,31631,1926
2014,PSD,SC,Onofre Santo Agostini,"Taxi Service, Toll & Parking",167,67
2014,PSD,SC,Onofre Santo Agostini,Telephony,16962,868
2014,PSD,SP,Eleuses Paiva,Airline tickets,107182,2299
2014,PSD,SP,Eleuses Paiva,Dissemination of the Parliamentary Activity.,9500,3e3
2014,PSD,SP,Eleuses Paiva,Food and Meals,197,52
2014,PSD,SP,Eleuses Paiva,Fuels and lubricants.,36423,2500
2014,PSD,SP,Eleuses Paiva,"Hosting, except for the Parliamentary in the Federal District.",142,142
2014,PSD,SP,Eleuses Paiva,Maintenance of Office,100855,8441
2014,PSD,SP,Eleuses Paiva,Postal Services,6031,2472
2014,PSD,SP,Eleuses Paiva,Rental or Chartering of Motor Vehicles,56874,4e3
2014,PSD,SP,Eleuses Paiva,Security Service Provided By Specialized Company.,54000,4500
2014,PSD,SP,Eleuses Paiva,"Taxi Service, Toll & Parking",2962,125
2014,PSD,SP,Eleuses Paiva,Telephony,22853,1567
2014,PSD,SP,Guilherme Campos,Airline tickets,68825,6586
2014,PSD,SP,Guilherme Campos,"Consultancies, Researches and Technical Works.",64900,3e4
2014,PSD,SP,Guilherme Campos,Dissemination of the Parliamentary Activity.,9181,1500
2014,PSD,SP,Guilherme Campos,Food and Meals,344,73
2014,PSD,SP,Guilherme Campos,Fuels and lubricants.,33205,212
2014,PSD,SP,Guilherme Campos,"Hosting, except for the Parliamentary in the Federal District.",3542,656
2014,PSD,SP,Guilherme Campos,"Land, Sea or River Tickets",53,27
2014,PSD,SP,Guilherme Campos,Maintenance of Office,21695,1606
2014,PSD,SP,Guilherme Campos,Postal Services,3056,90
2014,PSD,SP,Guilherme Campos,Rental or Chartering of Motor Vehicles,94888,4965
2014,PSD,SP,Guilherme Campos,Security Service Provided By Specialized Company.,487,122
2014,PSD,SP,Guilherme Campos,"Taxi Service, Toll & Parking",12029,1470
2014,PSD,SP,Guilherme Campos,Telephony,30150,1019
2014,PSD,SP,Jefferson Campos,Airline tickets,64243,1962
2014,PSD,SP,Jefferson Campos,"Consultancies, Researches and Technical Works.",600,600
2014,PSD,SP,Jefferson Campos,Dissemination of the Parliamentary Activity.,65505,34705
2014,PSD,SP,Jefferson Campos,Food and Meals,528,215
2014,PSD,SP,Jefferson Campos,Fuels and lubricants.,50665,2400
2014,PSD,SP,Jefferson Campos,"Hosting, except for the Parliamentary in the Federal District.",444,222
2014,PSD,SP,Jefferson Campos,Maintenance of Office,40036,3810
2014,PSD,SP,Jefferson Campos,Postal Services,15958,3768
2014,PSD,SP,Jefferson Campos,Rental or Chartering of Motor Vehicles,27000,3e3
2014,PSD,SP,Jefferson Campos,Security Service Provided By Specialized Company.,22240,2780
2014,PSD,SP,Jefferson Campos,"Taxi Service, Toll & Parking",6649,937
2014,PSD,SP,Jefferson Campos,Telephony,25525,1287
2014,PSD,SP,Junji Abe,Airline tickets,56915,1658
2014,PSD,SP,Junji Abe,"Consultancies, Researches and Technical Works.",20700,9e3
2014,PSD,SP,Junji Abe,Dissemination of the Parliamentary Activity.,10862,8360
2014,PSD,SP,Junji Abe,Food and Meals,16660,210
2014,PSD,SP,Junji Abe,Fuels and lubricants.,46634,2154
2014,PSD,SP,Junji Abe,"Hosting, except for the Parliamentary in the Federal District.",4950,720
2014,PSD,SP,Junji Abe,Maintenance of Office,122474,7400
2014,PSD,SP,Junji Abe,Postal Services,7472,395
2014,PSD,SP,Junji Abe,Rental or Chartering of Motor Vehicles,27334,1550
2014,PSD,SP,Junji Abe,Renting or Chartering of Aircraft,6300,6300
2014,PSD,SP,Junji Abe,Security Service Provided By Specialized Company.,48845,4440
2014,PSD,SP,Junji Abe,"Taxi Service, Toll & Parking",10232,1100
2014,PSD,SP,Junji Abe,Telephony,40200,1871
2014,PSD,SP,Roberto Santiago,Airline tickets,105687,1853
2014,PSD,SP,Roberto Santiago,Dissemination of the Parliamentary Activity.,48150,5350
2014,PSD,SP,Roberto Santiago,Fuels and lubricants.,7748,121
2014,PSD,SP,Roberto Santiago,Maintenance of Office,57685,6380
2014,PSD,SP,Roberto Santiago,Postal Services,17168,2011
2014,PSD,SP,Roberto Santiago,Rental or Chartering of Motor Vehicles,42000,3500
2014,PSD,SP,Roberto Santiago,Security Service Provided By Specialized Company.,1002,94
2014,PSD,SP,Roberto Santiago,Telephony,20771,1353
2014,PSD,SP,Walter Ihoshi,Airline tickets,19137,1474
2014,PSD,SP,Walter Ihoshi,"Consultancies, Researches and Technical Works.",12000,12e3
2014,PSD,SP,Walter Ihoshi,Dissemination of the Parliamentary Activity.,28300,15e3
2014,PSD,SP,Walter Ihoshi,Fuels and lubricants.,5992,229
2014,PSD,SP,Walter Ihoshi,"Hosting, except for the Parliamentary in the Federal District.",2254,589
2014,PSD,SP,Walter Ihoshi,Maintenance of Office,16906,3250
2014,PSD,SP,Walter Ihoshi,Postal Services,571,133
2014,PSD,SP,Walter Ihoshi,Rental or Chartering of Motor Vehicles,1274,1274
2014,PSD,SP,Walter Ihoshi,Telephony,6986,689
2014,PSD,TO,Irajá Abreu,Airline tickets,67506,1553
2014,PSD,TO,Irajá Abreu,"Consultancies, Researches and Technical Works.",63350,14500
2014,PSD,TO,Irajá Abreu,Dissemination of the Parliamentary Activity.,123050,26e3
2014,PSD,TO,Irajá Abreu,Food and Meals,2112,217
2014,PSD,TO,Irajá Abreu,Fuels and lubricants.,42234,3215
2014,PSD,TO,Irajá Abreu,"Hosting, except for the Parliamentary in the Federal District.",741,209
2014,PSD,TO,Irajá Abreu,Leasing or Chartering of Boats,15000,15e3
2014,PSD,TO,Irajá Abreu,Maintenance of Office,92998,24600
2014,PSD,TO,Irajá Abreu,Postal Services,14315,3193
2014,PSD,TO,Irajá Abreu,Telephony,28601,2993
2014,PSDB,AC,Marcio Bittar,Airline tickets,132823,2556
2014,PSDB,AC,Marcio Bittar,Dissemination of the Parliamentary Activity.,344000,131e3
2014,PSDB,AC,Marcio Bittar,Maintenance of Office,2612,720
2014,PSDB,AC,Marcio Bittar,Postal Services,3232,1167
2014,PSDB,AC,Marcio Bittar,Telephony,10048,1312
2014,PSDB,AP,Luiz Carlos,Airline tickets,120458,3601
2014,PSDB,AP,Luiz Carlos,"Consultancies, Researches and Technical Works.",85000,15e3
2014,PSDB,AP,Luiz Carlos,Dissemination of the Parliamentary Activity.,253016,52500
2014,PSDB,AP,Luiz Carlos,Fuels and lubricants.,22998,4500
2014,PSDB,AP,Luiz Carlos,"Hosting, except for the Parliamentary in the Federal District.",290,290
2014,PSDB,AP,Luiz Carlos,Maintenance of Office,20726,1701
2014,PSDB,AP,Luiz Carlos,Postal Services,2828,1029
2014,PSDB,AP,Luiz Carlos,Rental or Chartering of Motor Vehicles,31893,10659
2014,PSDB,AP,Luiz Carlos,Renting of motor vehicles or chartering of boats,11100,11100
2014,PSDB,AP,Luiz Carlos,Telephony,9947,620
2014,PSDB,BA,Antonio Imbassahy,Airline tickets,103991,2021
2014,PSDB,BA,Antonio Imbassahy,"Consultancies, Researches and Technical Works.",67500,5625
2014,PSDB,BA,Antonio Imbassahy,Dissemination of the Parliamentary Activity.,81600,35e3
2014,PSDB,BA,Antonio Imbassahy,Food and Meals,1130,78
2014,PSDB,BA,Antonio Imbassahy,Fuels and lubricants.,36923,2710
2014,PSDB,BA,Antonio Imbassahy,"Hosting, except for the Parliamentary in the Federal District.",4322,3314
2014,PSDB,BA,Antonio Imbassahy,Maintenance of Office,32421,1700
2014,PSDB,BA,Antonio Imbassahy,Postal Services,2728,812
2014,PSDB,BA,Antonio Imbassahy,Rental or Chartering of Motor Vehicles,30450,4350
2014,PSDB,BA,Antonio Imbassahy,Renting or Chartering of Aircraft,18500,10500
2014,PSDB,BA,Antonio Imbassahy,"Taxi Service, Toll & Parking",1311,150
2014,PSDB,BA,Antonio Imbassahy,Telephony,39945,1322
2014,PSDB,BA,Jutahy Junior,Airline tickets,49411,2003
2014,PSDB,BA,Jutahy Junior,Dissemination of the Parliamentary Activity.,38800,2500
2014,PSDB,BA,Jutahy Junior,Food and Meals,686,70
2014,PSDB,BA,Jutahy Junior,Fuels and lubricants.,33190,170
2014,PSDB,BA,Jutahy Junior,"Hosting, except for the Parliamentary in the Federal District.",9699,3156
2014,PSDB,BA,Jutahy Junior,Maintenance of Office,144,38
2014,PSDB,BA,Jutahy Junior,Postal Services,6447,501
2014,PSDB,BA,Jutahy Junior,Renting or Chartering of Aircraft,231368,38750
2014,PSDB,BA,Jutahy Junior,"Taxi Service, Toll & Parking",1740,180
2014,PSDB,BA,Jutahy Junior,Telephony,57052,1873
2014,PSDB,CE,Raimundo Gomes De Matos,Airline tickets,91224,2343
2014,PSDB,CE,Raimundo Gomes De Matos,"Consultancies, Researches and Technical Works.",14800,9300
2014,PSDB,CE,Raimundo Gomes De Matos,Dissemination of the Parliamentary Activity.,99440,13750
2014,PSDB,CE,Raimundo Gomes De Matos,Fuels and lubricants.,34695,3380
2014,PSDB,CE,Raimundo Gomes De Matos,"Hosting, except for the Parliamentary in the Federal District.",4959,1167
2014,PSDB,CE,Raimundo Gomes De Matos,"Land, Sea or River Tickets",291,99
2014,PSDB,CE,Raimundo Gomes De Matos,Maintenance of Office,84139,6244
2014,PSDB,CE,Raimundo Gomes De Matos,Postal Services,33231,11043
2014,PSDB,CE,Raimundo Gomes De Matos,Publication Subscription,499,499
2014,PSDB,CE,Raimundo Gomes De Matos,Rental or Chartering of Motor Vehicles,50554,9900
2014,PSDB,CE,Raimundo Gomes De Matos,Renting or Chartering of Aircraft,64100,21075
2014,PSDB,CE,Raimundo Gomes De Matos,Security Service Provided By Specialized Company.,5452,554
2014,PSDB,CE,Raimundo Gomes De Matos,Telephony,39820,1740
2014,PSDB,DF,Izalci Lucas,"Consultancies, Researches and Technical Works.",147300,24500
2014,PSDB,DF,Izalci Lucas,Dissemination of the Parliamentary Activity.,49799,33963
2014,PSDB,DF,Izalci Lucas,Fuels and lubricants.,23910,3600
2014,PSDB,DF,Izalci Lucas,Maintenance of Office,59302,1211
2014,PSDB,DF,Izalci Lucas,Postal Services,62,27
2014,PSDB,DF,Izalci Lucas,Rental or Chartering of Motor Vehicles,74850,6850
2014,PSDB,DF,Izalci Lucas,Telephony,21927,1302
2014,PSDB,DF,Luiz Pitiman,"Consultancies, Researches and Technical Works.",30000,15e3
2014,PSDB,DF,Luiz Pitiman,Dissemination of the Parliamentary Activity.,35000,35e3
2014,PSDB,DF,Luiz Pitiman,Fuels and lubricants.,39660,4500
2014,PSDB,DF,Luiz Pitiman,Maintenance of Office,8159,1829
2014,PSDB,DF,Luiz Pitiman,Postal Services,68522,10764
2014,PSDB,DF,Luiz Pitiman,Rental or Chartering of Motor Vehicles,4600,2500
2014,PSDB,DF,Luiz Pitiman,Telephony,39805,2443
2014,PSDB,ES,Cesar Colnago,Airline tickets,62184,1838
2014,PSDB,ES,Cesar Colnago,"Consultancies, Researches and Technical Works.",19530,3255
2014,PSDB,ES,Cesar Colnago,Dissemination of the Parliamentary Activity.,71899,26e3
2014,PSDB,ES,Cesar Colnago,Food and Meals,3725,103
2014,PSDB,ES,Cesar Colnago,Fuels and lubricants.,23465,178
2014,PSDB,ES,Cesar Colnago,"Hosting, except for the Parliamentary in the Federal District.",3018,116
2014,PSDB,ES,Cesar Colnago,Maintenance of Office,49008,2441
2014,PSDB,ES,Cesar Colnago,Postal Services,7660,420
2014,PSDB,ES,Cesar Colnago,Rental or Chartering of Motor Vehicles,71805,3730
2014,PSDB,ES,Cesar Colnago,Security Service Provided By Specialized Company.,2327,234
2014,PSDB,ES,Cesar Colnago,"Taxi Service, Toll & Parking",490,90
2014,PSDB,ES,Cesar Colnago,Telephony,25899,2032
2014,PSDB,GO,Carlos Alberto Leréia,Airline tickets,6529,1446
2014,PSDB,GO,Carlos Alberto Leréia,"Consultancies, Researches and Technical Works.",53670,13e3
2014,PSDB,GO,Carlos Alberto Leréia,Dissemination of the Parliamentary Activity.,47100,45100
2014,PSDB,GO,Carlos Alberto Leréia,Food and Meals,616,174
2014,PSDB,GO,Carlos Alberto Leréia,Fuels and lubricants.,23933,3783
2014,PSDB,GO,Carlos Alberto Leréia,"Hosting, except for the Parliamentary in the Federal District.",1174,885
2014,PSDB,GO,Carlos Alberto Leréia,Maintenance of Office,49151,9e3
2014,PSDB,GO,Carlos Alberto Leréia,Postal Services,3060,429
2014,PSDB,GO,Carlos Alberto Leréia,Security Service Provided By Specialized Company.,495,165
2014,PSDB,GO,Carlos Alberto Leréia,Telephony,29722,1605
2014,PSDB,GO,Valdivino De Oliveira,Airline tickets,1382,1382
2014,PSDB,GO,Valdivino De Oliveira,"Consultancies, Researches and Technical Works.",40000,2e4
2014,PSDB,GO,Valdivino De Oliveira,Dissemination of the Parliamentary Activity.,8400,8400
2014,PSDB,GO,Valdivino De Oliveira,Fuels and lubricants.,18574,3276
2014,PSDB,GO,Valdivino De Oliveira,Maintenance of Office,293,293
2014,PSDB,GO,Valdivino De Oliveira,Postal Services,751,169
2014,PSDB,GO,Valdivino De Oliveira,Telephony,14478,1893
2014,PSDB,MA,Carlos Brandão,Airline tickets,136541,2559
2014,PSDB,MA,Carlos Brandão,"Consultancies, Researches and Technical Works.",84000,18e3
2014,PSDB,MA,Carlos Brandão,Dissemination of the Parliamentary Activity.,203990,53e3
2014,PSDB,MA,Carlos Brandão,Fuels and lubricants.,13003,5342
2014,PSDB,MA,Carlos Brandão,"Hosting, except for the Parliamentary in the Federal District.",706,706
2014,PSDB,MA,Carlos Brandão,Maintenance of Office,1231,143
2014,PSDB,MA,Carlos Brandão,Postal Services,969,160
2014,PSDB,MA,Carlos Brandão,Security Service Provided By Specialized Company.,748,187
2014,PSDB,MA,Carlos Brandão,Telephony,25487,1116
2014,PSDB,MA,Hélio Santos,Airline tickets,117466,2343
2014,PSDB,MA,Hélio Santos,Dissemination of the Parliamentary Activity.,28800,28800
2014,PSDB,MA,Hélio Santos,Fuels and lubricants.,48642,4488
2014,PSDB,MA,Hélio Santos,"Hosting, except for the Parliamentary in the Federal District.",2090,403
2014,PSDB,MA,Hélio Santos,Maintenance of Office,73947,2997
2014,PSDB,MA,Hélio Santos,Postal Services,1133,638
2014,PSDB,MA,Hélio Santos,Rental or Chartering of Motor Vehicles,116129,6360
2014,PSDB,MA,Hélio Santos,Security Service Provided By Specialized Company.,62280,6600
2014,PSDB,MA,Hélio Santos,Telephony,10090,1414
2014,PSDB,MA,Pinto Itamaraty,Airline tickets,93140,2023
2014,PSDB,MA,Pinto Itamaraty,"Consultancies, Researches and Technical Works.",215000,1e4
2014,PSDB,MA,Pinto Itamaraty,Dissemination of the Parliamentary Activity.,86750,29750
2014,PSDB,MA,Pinto Itamaraty,Fuels and lubricants.,45421,1700
2014,PSDB,MA,Pinto Itamaraty,"Hosting, except for the Parliamentary in the Federal District.",609,609
2014,PSDB,MA,Pinto Itamaraty,Maintenance of Office,45,45
2014,PSDB,MA,Pinto Itamaraty,Postal Services,5034,690
2014,PSDB,MA,Pinto Itamaraty,Rental or Chartering of Motor Vehicles,35000,5e3
2014,PSDB,MA,Pinto Itamaraty,Telephony,18049,1185
2014,PSDB,MG,Bonifácio De Andrada,Airline tickets,457369,1880
2014,PSDB,MG,Bonifácio De Andrada,Fuels and lubricants.,22837,2700
2014,PSDB,MG,Bonifácio De Andrada,"Hosting, except for the Parliamentary in the Federal District.",870,187
2014,PSDB,MG,Bonifácio De Andrada,Postal Services,6859,485
2014,PSDB,MG,Bonifácio De Andrada,Security Service Provided By Specialized Company.,60600,7800
2014,PSDB,MG,Bonifácio De Andrada,"Taxi Service, Toll & Parking",141,32
2014,PSDB,MG,Bonifácio De Andrada,Telephony,118094,4262
2014,PSDB,MG,Domingos Sávio,Airline tickets,50566,1301
2014,PSDB,MG,Domingos Sávio,Dissemination of the Parliamentary Activity.,158097,50200
2014,PSDB,MG,Domingos Sávio,Food and Meals,706,201
2014,PSDB,MG,Domingos Sávio,Fuels and lubricants.,40943,3594
2014,PSDB,MG,Domingos Sávio,"Hosting, except for the Parliamentary in the Federal District.",457,457
2014,PSDB,MG,Domingos Sávio,Maintenance of Office,62769,4312
2014,PSDB,MG,Domingos Sávio,Postal Services,5721,988
2014,PSDB,MG,Domingos Sávio,Publication Subscription,1220,520
2014,PSDB,MG,Domingos Sávio,Security Service Provided By Specialized Company.,1355,282
2014,PSDB,MG,Domingos Sávio,"Taxi Service, Toll & Parking",25,25
2014,PSDB,MG,Domingos Sávio,Telephony,49531,3036
2014,PSDB,MG,Eduardo Azeredo,Airline tickets,2124,384
2014,PSDB,MG,Eduardo Azeredo,Food and Meals,145,130
2014,PSDB,MG,Eduardo Azeredo,Fuels and lubricants.,3051,1322
2014,PSDB,MG,Eduardo Azeredo,Maintenance of Office,22599,8878
2014,PSDB,MG,Eduardo Azeredo,Postal Services,1309,338
2014,PSDB,MG,Eduardo Azeredo,Publication Subscription,76,76
2014,PSDB,MG,Eduardo Azeredo,Rental or Chartering of Motor Vehicles,4719,4719
2014,PSDB,MG,Eduardo Azeredo,Renting of motor vehicles or chartering of boats,4471,4471
2014,PSDB,MG,Eduardo Azeredo,Security Service Provided By Specialized Company.,380,190
2014,PSDB,MG,Eduardo Azeredo,"Taxi Service, Toll & Parking",210,111
2014,PSDB,MG,Eduardo Azeredo,Telephony,7590,1144
2014,PSDB,MG,Eduardo Barbosa,Airline tickets,49341,2432
2014,PSDB,MG,Eduardo Barbosa,Dissemination of the Parliamentary Activity.,14574,1267
2014,PSDB,MG,Eduardo Barbosa,Food and Meals,4015,151
2014,PSDB,MG,Eduardo Barbosa,Fuels and lubricants.,37347,1556
2014,PSDB,MG,Eduardo Barbosa,"Hosting, except for the Parliamentary in the Federal District.",2702,530
2014,PSDB,MG,Eduardo Barbosa,Maintenance of Office,40924,2370
2014,PSDB,MG,Eduardo Barbosa,Postal Services,4734,178
2014,PSDB,MG,Eduardo Barbosa,Publication Subscription,1194,840
2014,PSDB,MG,Eduardo Barbosa,Rental or Chartering of Motor Vehicles,96806,4500
2014,PSDB,MG,Eduardo Barbosa,Security Service Provided By Specialized Company.,8861,494
2014,PSDB,MG,Eduardo Barbosa,"Taxi Service, Toll & Parking",905,98
2014,PSDB,MG,Eduardo Barbosa,Telephony,38225,1301
2014,PSDB,MG,Marcus Pestana,Airline tickets,41676,1578
2014,PSDB,MG,Marcus Pestana,"Consultancies, Researches and Technical Works.",15800,3500
2014,PSDB,MG,Marcus Pestana,Dissemination of the Parliamentary Activity.,70913,12914
2014,PSDB,MG,Marcus Pestana,Food and Meals,306,39
2014,PSDB,MG,Marcus Pestana,Fuels and lubricants.,41585,1996
2014,PSDB,MG,Marcus Pestana,"Hosting, except for the Parliamentary in the Federal District.",6442,1071
2014,PSDB,MG,Marcus Pestana,Maintenance of Office,70212,2210
2014,PSDB,MG,Marcus Pestana,Postal Services,18842,7063
2014,PSDB,MG,Marcus Pestana,Publication Subscription,3463,592
2014,PSDB,MG,Marcus Pestana,Rental or Chartering of Motor Vehicles,28800,2400
2014,PSDB,MG,Marcus Pestana,Security Service Provided By Specialized Company.,2904,242
2014,PSDB,MG,Marcus Pestana,Telephony,66424,3210
2014,PSDB,MG,Narcio Rodrigues,Airline tickets,29570,2745
2014,PSDB,MG,Narcio Rodrigues,Fuels and lubricants.,1929,239
2014,PSDB,MG,Narcio Rodrigues,Maintenance of Office,2639,2500
2014,PSDB,MG,Narcio Rodrigues,Postal Services,920,107
2014,PSDB,MG,Narcio Rodrigues,Publication Subscription,328,183
2014,PSDB,MG,Narcio Rodrigues,Telephony,1600,558
2014,PSDB,MG,Paulo Abi-Ackel,Airline tickets,79919,1520
2014,PSDB,MG,Paulo Abi-Ackel,"Consultancies, Researches and Technical Works.",98625,12e3
2014,PSDB,MG,Paulo Abi-Ackel,Dissemination of the Parliamentary Activity.,70460,33600
2014,PSDB,MG,Paulo Abi-Ackel,Fuels and lubricants.,19809,1827
2014,PSDB,MG,Paulo Abi-Ackel,Maintenance of Office,11122,1596
2014,PSDB,MG,Paulo Abi-Ackel,Postal Services,9323,526
2014,PSDB,MG,Paulo Abi-Ackel,Rental or Chartering of Motor Vehicles,94701,4900
2014,PSDB,MG,Paulo Abi-Ackel,Renting or Chartering of Aircraft,11150,4750
2014,PSDB,MG,Paulo Abi-Ackel,Security Service Provided By Specialized Company.,262,262
2014,PSDB,MG,Paulo Abi-Ackel,"Taxi Service, Toll & Parking",4806,150
2014,PSDB,MG,Paulo Abi-Ackel,Telephony,57537,2643
2014,PSDB,MG,Rodrigo De Castro,Airline tickets,103735,1203
2014,PSDB,MG,Rodrigo De Castro,"Consultancies, Researches and Technical Works.",66686,6e3
2014,PSDB,MG,Rodrigo De Castro,Dissemination of the Parliamentary Activity.,10260,6120
2014,PSDB,MG,Rodrigo De Castro,Fuels and lubricants.,28361,214
2014,PSDB,MG,Rodrigo De Castro,"Hosting, except for the Parliamentary in the Federal District.",2209,828
2014,PSDB,MG,Rodrigo De Castro,Maintenance of Office,65469,5399
2014,PSDB,MG,Rodrigo De Castro,Postal Services,16117,3e3
2014,PSDB,MG,Rodrigo De Castro,Rental or Chartering of Motor Vehicles,57090,3600
2014,PSDB,MG,Rodrigo De Castro,Security Service Provided By Specialized Company.,244,244
2014,PSDB,MG,Rodrigo De Castro,"Taxi Service, Toll & Parking",2742,167
2014,PSDB,MG,Rodrigo De Castro,Telephony,56685,2018
2014,PSDB,MS,Geraldo Resende,Airline tickets,74806,1441
2014,PSDB,MS,Geraldo Resende,Dissemination of the Parliamentary Activity.,149186,25e3
2014,PSDB,MS,Geraldo Resende,Food and Meals,4333,244
2014,PSDB,MS,Geraldo Resende,Fuels and lubricants.,43610,6533
2014,PSDB,MS,Geraldo Resende,"Hosting, except for the Parliamentary in the Federal District.",234,234
2014,PSDB,MS,Geraldo Resende,Maintenance of Office,68566,2953
2014,PSDB,MS,Geraldo Resende,Postal Services,28261,6380
2014,PSDB,MS,Geraldo Resende,Telephony,39224,1553
2014,PSDB,MS,Reinaldo Azambuja,Airline tickets,83730,1623
2014,PSDB,MS,Reinaldo Azambuja,Dissemination of the Parliamentary Activity.,99000,5e3
2014,PSDB,MS,Reinaldo Azambuja,Food and Meals,91,46
2014,PSDB,MS,Reinaldo Azambuja,Fuels and lubricants.,24061,235
2014,PSDB,MS,Reinaldo Azambuja,"Hosting, except for the Parliamentary in the Federal District.",11826,538
2014,PSDB,MS,Reinaldo Azambuja,Maintenance of Office,56809,3726
2014,PSDB,MS,Reinaldo Azambuja,Postal Services,4595,539
2014,PSDB,MS,Reinaldo Azambuja,Rental or Chartering of Motor Vehicles,2950,2950
2014,PSDB,MS,Reinaldo Azambuja,Security Service Provided By Specialized Company.,372,186
2014,PSDB,MS,Reinaldo Azambuja,Telephony,33392,2503
2014,PSDB,MT,Nilson Leitão,Airline tickets,128517,2959
2014,PSDB,MT,Nilson Leitão,Dissemination of the Parliamentary Activity.,96000,42e3
2014,PSDB,MT,Nilson Leitão,Food and Meals,434,216
2014,PSDB,MT,Nilson Leitão,Fuels and lubricants.,8084,286
2014,PSDB,MT,Nilson Leitão,"Hosting, except for the Parliamentary in the Federal District.",8099,3796
2014,PSDB,MT,Nilson Leitão,Maintenance of Office,22536,824
2014,PSDB,MT,Nilson Leitão,Postal Services,10709,6012
2014,PSDB,MT,Nilson Leitão,Rental or Chartering of Motor Vehicles,26000,6500
2014,PSDB,MT,Nilson Leitão,Renting or Chartering of Aircraft,53007,18920
2014,PSDB,MT,Nilson Leitão,Telephony,11966,834
2014,PSDB,PA,Nilson Pinto,Airline tickets,139891,4334
2014,PSDB,PA,Nilson Pinto,Fuels and lubricants.,36346,4879
2014,PSDB,PA,Nilson Pinto,"Hosting, except for the Parliamentary in the Federal District.",981,981
2014,PSDB,PA,Nilson Pinto,Maintenance of Office,64294,5277
2014,PSDB,PA,Nilson Pinto,Postal Services,8277,2154
2014,PSDB,PA,Nilson Pinto,Publication Subscription,728,104
2014,PSDB,PA,Nilson Pinto,Rental or Chartering of Motor Vehicles,9890,3400
2014,PSDB,PA,Nilson Pinto,Renting or Chartering of Aircraft,79500,12e3
2014,PSDB,PA,Nilson Pinto,Security Service Provided By Specialized Company.,3772,558
2014,PSDB,PA,Nilson Pinto,Telephony,50024,6986
2014,PSDB,PA,Wandenkolk Gonçalves,Airline tickets,127632,1911
2014,PSDB,PA,Wandenkolk Gonçalves,"Consultancies, Researches and Technical Works.",19500,19500
